ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT
1245	NdandaLek	to stand	nè tʃɨ́sə́	nè_tʃɨ́sə́	n è/e + tʃ ɨ́/ɨ s ə́/ə		2432 2433	n è/e + tʃ ɨ́/ɨ s ə́/ə
1246	NdandaNgwa	to stand	tsǐ tsé	tsǐ_tsé	ts ǐ/i + ts é/e		2434 2435	ts ǐ/i + ts é/e
1247	NdandaTwefap	to stand	tsí tsɨ̂	tsí_tsɨ̂	ts í/i + ts ɨ̂/ɨ		2434 2435	ts í/i + ts ɨ̂/ɨ
1248	NdandaDenfap	to stand	tsí tsɨ̂	tsí_tsɨ̂	ts í/i + ts ɨ̂/ɨ		2434 2435	ts í/i + ts ɨ̂/ɨ
1249	NdandaZua	to stand	ndì tʃɨ́sə́	ndì_tʃɨ́sə́	ⁿd ì/i + tʃ ɨ́/ɨ s ə́/ə		2434 2433	ⁿd ì/i + tʃ ɨ́/ɨ s ə́/ə
1250	Goshimjang	to stand	nì tʃɨ́sə́	nì_tʃɨ́sə́	n ì/i + tʃ ɨ́/ɨ s ə́/ə		2432 2433	n ì/i + tʃ ɨ́/ɨ s ə́/ə
941	NdandaNyep	to suck	nǔ	nǔ	n ǔ/u		2452	n ǔ/u
942	NdandaShingou	to suck	fíjɛ̌p sé	fíjɛ̌p_sé	f í/i j ɛ̌/ɛ p + s é/e		2455 2454	f í/i j ɛ̌/ɛ p + s - - é/e
943	NdandaCaa	to suck	nǔ sé	nǔ_sé	n ǔ/u + s é/e		2452 2454	n ǔ/u + s - - é/e
944	NdandaMeno	to suck	fúwɔ̌p sé	fúwɔ̌p_sé	f ú/u w ɔ̌/ɔ p + s é/e		2455 2454	f ú/u w ɔ̌/ɔ p + s - - é/e
945	NdandaLek	to suck	nə̀ ʃjɛ́	nə̀_ʃjɛ́	n ə̀/ə + ʃ j ɛ́/ɛ		2452 2454	n ə̀/ə + ʃ - j ɛ́/ɛ
946	NdandaNgwa	to suck	núwɔ̌k	núwɔ̌k	n ú/u w ɔ̌/ɔ k		2456	n ú/u w ɔ̌/ɔ k
947	NdandaTwefap	to suck	núwɔ̌k	núwɔ̌k	n ú/u w ɔ̌/ɔ k		2456	n ú/u w ɔ̌/ɔ k
948	NdandaDenfap	to suck	fíjɛ̌ tsé	fíjɛ̌_tsé	f í/i j ɛ̌/ɛ + ts é/e		2455 2454	f í/i j ɛ̌/ɛ - + ts - - é/e
949	NdandaZua	to suck	ndì sísə̀	ndì_sísə̀	ⁿd ì/i + s í/i s ə̀/ə		2457 2454	ⁿd ì/i + s í/i s ə̀/ə
950	Goshimjang	to suck	nì ɲɔ́	nì_ɲɔ́	n ì/i + ɲ ɔ́/ɔ		2452 2453	n ì/i + ɲ ɔ́/ɔ
1451	NdandaNyep	to swell	kǎʔse	kǎʔse	k ǎ/a ʔ s e		2471	k ǎ/a ʔ s e
1452	NdandaShingou	to swell	ŋgûʔ	ŋgûʔ	ⁿg û/u ʔ		2471	ⁿg û/u ʔ - -
1453	NdandaCaa	to swell	kɔ́ʔɔ	kɔ́ʔɔ	k ɔ́/ɔ ʔ ɔ		2471	k ɔ́/ɔ ʔ - ɔ
1454	NdandaMeno	to swell	kɔ́ʔɔ	kɔ́ʔɔ	k ɔ́/ɔ ʔ ɔ		2471	k ɔ́/ɔ ʔ - ɔ
1455	NdandaLek	to swell	múhǔ	múhǔ	m ú/u h ǔ/u		2471	m ú/u h - ǔ/u
1456	NdandaNgwa	to swell	hú	hú	h ú/u		2471	- - h - ú/u
1457	NdandaTwefap	to swell	kwɔ̌ʔɔ́	kwɔ̌ʔɔ́	kʷ ɔ̌/ɔ ʔ ɔ́/ɔ		2471	kʷ ɔ̌/ɔ ʔ - ɔ́/ɔ
1458	NdandaDenfap	to swell	ŋwî	ŋwî	ŋʷ î/i		2470	ŋʷ î/i
1459	NdandaZua	to swell	ndì màʔfɔ́	ndì_màʔfɔ́	ⁿd ì/i + m à/a ʔ f ɔ́/ɔ		2472 2471	ⁿd ì/i + m à/a ʔ f ɔ́/ɔ
1460	Goshimjang	to swell	nì kɔ́ʔɔ́	nì_kɔ́ʔɔ́	n ì/i + k ɔ́/ɔ ʔ ɔ́/ɔ		2470 2471	n ì/i + k ɔ́/ɔ ʔ - ɔ́/ɔ
1181	NdandaNyep	to swim	láŋǎ ʃè	láŋǎ_ʃè	l á/a ŋ ǎ/a + ʃ è/e		2483 2484	l á/a ŋ ǎ/a + ʃ è/e -
1182	NdandaShingou	to swim	nɔ̌ sé	nɔ̌_sé	n ɔ̌/ɔ + s é/e		2483 2484	- - n ɔ̌/ɔ + s é/e -
1183	NdandaCaa	to swim	láŋǎ ʃè	láŋǎ_ʃè	l á/a ŋ ǎ/a + ʃ è/e		2483 2484	l á/a ŋ ǎ/a + ʃ è/e -
1184	NdandaMeno	to swim	sɛ̌t	sɛ̌t	s ɛ̌/ɛ t		2484	s ɛ̌/ɛ t
1185	NdandaLek	to swim	nə̀ màʔànɔ̀	nə̀_màʔànɔ̀	n ə̀/ə + m à/a ʔ à/a n ɔ̀/ɔ		2483 2485	- - n ə̀/ə + m à/a ʔ à/a n ɔ̀/ɔ
1186	NdandaNgwa	to swim	láŋá	láŋá	l á/a ŋ á/a		2483	l á/a ŋ á/a
1187	NdandaTwefap	to swim	láŋá	láŋá	l á/a ŋ á/a		2483	l á/a ŋ á/a
1188	NdandaDenfap	to swim	láŋá	láŋá	l á/a ŋ á/a		2483	l á/a ŋ á/a
1189	NdandaZua	to swim	ndì ndàŋàtsə̀	ndì_ndàŋàtsə̀	ⁿd ì/i + ⁿd à/a ŋ à/a ts ə̀/ə		2486 2487	ⁿd ì/i + ⁿd à/a ŋ à/a ts ə̀/ə
1190	Goshimjang	to swim	nì sɛ̀b	nì_sɛ̀b	n ì/i + s ɛ̀/ɛ b		2483 2484	- - n ì/i + s ɛ̀/ɛ b
1031	NdandaNyep	to think	ʃǎksé	ʃǎksé	ʃ ǎ/a k s é/e		2501	ʃ - ǎ/a k s é/e
1032	NdandaShingou	to think	kpwǎk	kpwǎk	k pʷ ǎ/a k		2501	k pʷ ǎ/a - k -
1033	NdandaCaa	to think	kpwǎk sé	kpwǎk_sé	k pʷ ǎ/a k + s é/e		2501 2502	k pʷ ǎ/a - k - + s é/e
1034	NdandaMeno	to think	kpwǎk sé	kpwǎk_sé	k pʷ ǎ/a k + s é/e		2501 2502	k pʷ ǎ/a - k - + s é/e
1035	NdandaLek	to think	nə̀ kwàŋsə̀	nə̀_kwàŋsə̀	n ə̀/ə + kʷ à/a ŋ s ə̀/ə		2500 2501	n ə̀/ə + kʷ - à/a ŋ s ə̀/ə
1036	NdandaNgwa	to think	kɨ̌pzɛ́	kɨ̌pzɛ́	k ɨ̌/ɨ p z ɛ́/ɛ		2501	k - ɨ̌/ɨ p z ɛ́/ɛ
1037	NdandaTwefap	to think	kwǎgǎ	kwǎgǎ	kʷ ǎ/a g ǎ/a		2501	kʷ - ǎ/a - g ǎ/a
1038	NdandaDenfap	to think	kwǎk	kwǎk	kʷ ǎ/a k		2501	kʷ - ǎ/a - k -
1039	NdandaZua	to think	ndì kwàŋsə̀	ndì_kwàŋsə̀	ⁿd ì/i + kʷ à/a ŋ s ə̀/ə		2503 2501	ⁿd ì/i + kʷ - à/a ŋ s ə̀/ə
1040	Goshimjang	to think	nə̀ kwàŋsə̀	nə̀_kwàŋsə̀	n ə̀/ə + kʷ à/a ŋ s ə̀/ə		2500 2501	n ə̀/ə + kʷ - à/a ŋ s ə̀/ə
1351	NdandaNyep	to throw	ŋgwâʔ	ŋgwâʔ	ⁿg w â/a ʔ		2517	ⁿg w â/a ʔ -
1352	NdandaShingou	to throw	ŋgwǎʔ	ŋgwǎʔ	ⁿg w ǎ/a ʔ		2517	ⁿg w ǎ/a ʔ -
1353	NdandaCaa	to throw	ŋgwǎʔ	ŋgwǎʔ	ⁿg w ǎ/a ʔ		2517	ⁿg w ǎ/a ʔ -
1354	NdandaMeno	to throw	ŋgwǎʔ	ŋgwǎʔ	ⁿg w ǎ/a ʔ		2517	ⁿg w ǎ/a ʔ -
1355	NdandaLek	to throw	nè wáʔ	nè_wáʔ	n è/e + w á/a ʔ		2516 2517	n è/e + - w á/a ʔ -
1356	NdandaNgwa	to throw	wǎʔá	wǎʔá	w ǎ/a ʔ á/a		2517	- w ǎ/a ʔ á/a
1357	NdandaTwefap	to throw	ŋgwǎʔ	ŋgwǎʔ	ⁿg w ǎ/a ʔ		2517	ⁿg w ǎ/a ʔ -
1358	NdandaDenfap	to throw	wǎʔ	wǎʔ	w ǎ/a ʔ		2517	- w ǎ/a ʔ -
1359	NdandaZua	to throw	ndì wáʔ	ndì_wáʔ	ⁿd ì/i + w á/a ʔ		2518 2517	ⁿd ì/i + - w á/a ʔ -
1360	Goshimjang	to throw	nì wáʔá	nì_wáʔá	n ì/i + w á/a ʔ á/a		2516 2517	n ì/i + - w á/a ʔ á/a
1361	NdandaNyep	to tie	kpwǐ	kpwǐ	k pʷ ǐ/i		2531	k pʷ ǐ/i -
1362	NdandaShingou	to tie	kpwǐt	kpwǐt	k pʷ ǐ/i t		2531	k pʷ ǐ/i t
1363	NdandaCaa	to tie	phwǐt	phwǐt	p hʷ ǐ/i t		2531	p hʷ ǐ/i t
1364	NdandaMeno	to tie	kpwǐt	kpwǐt	k pʷ ǐ/i t		2531	k pʷ ǐ/i t
1365	NdandaLek	to tie	nə̀ dzjɛ̀bə̀	nə̀_dzjɛ̀bə̀	n ə̀/ə + d z j ɛ̀/ɛ b ə̀/ə		2530 2532	n ə̀/ə + d z j ɛ̀/ɛ b ə̀/ə
1366	NdandaNgwa	to tie	kwǐ	kwǐ	kʷ ǐ/i		2531	kʷ - ǐ/i -
1367	NdandaTwefap	to tie	ŋkwǐ	ŋkwǐ	ⁿk w ǐ/i		2531	ⁿk w ǐ/i -
1368	NdandaDenfap	to tie	kwî	kwî	kʷ î/i		2531	kʷ - î/i -
1369	NdandaZua	to tie	ndì kwɛ́t	ndì_kwɛ́t	ⁿd ì/i + kʷ ɛ́/ɛ t		2533 2531	ⁿd ì/i + kʷ - ɛ́/ɛ t
1370	Goshimjang	to tie	nì kpɨ́	nì_kpɨ́	n ì/i + k p ɨ́/ɨ		2530 2531	n ì/i + k p ɨ́/ɨ -
1251	NdandaNyep	to turn	fǎk	fǎk	f ǎ/a k		2546	f ǎ/a k - -
1252	NdandaShingou	to turn	fǎk	fǎk	f ǎ/a k		2546	f ǎ/a k - -
1253	NdandaCaa	to turn	fǎksé níjǔ	fǎksé_níjǔ	f ǎ/a k s é/e + n í/i j ǔ/u		2546 2544	f ǎ/a k s é/e + n í/i j ǔ/u
1254	NdandaMeno	to turn	fǎk	fǎk	f ǎ/a k		2546	f ǎ/a k - -
1255	NdandaLek	to turn	nə̀ kə̀ŋ	nə̀_kə̀ŋ	n ə̀/ə + k ə̀/ə ŋ		2544 2545	n ə̀/ə - - + k ə̀/ə ŋ
1256	NdandaNgwa	to turn	fǎk	fǎk	f ǎ/a k		2546	f ǎ/a k - -
1257	NdandaTwefap	to turn	fǎk ɲíhú	fǎk_ɲíhú	f ǎ/a k + ɲ í/i h ú/u		2546 2544	f ǎ/a k - - + ɲ í/i h ú/u
1258	NdandaDenfap	to turn	fǎk	fǎk	f ǎ/a k		2546	f ǎ/a k - -
1259	NdandaZua	to turn	ndì kə̀ŋ	ndì_kə̀ŋ	ⁿd ì/i + k ə̀/ə ŋ		2547 2545	ⁿd ì/i + k ə̀/ə ŋ
1260	Goshimjang	to turn	nì kə̀ŋ	nì_kə̀ŋ	n ì/i + k ə̀/ə ŋ		2544 2545	n ì/i - - + k ə̀/ə ŋ
961	NdandaNyep	to vomit	ndǐʔí	ndǐʔí	ⁿd ǐ/i ʔ í/i		2561	ⁿd ǐ/i - ʔ í/i
962	NdandaShingou	to vomit	dǐéʔ	dǐéʔ	d ǐ/i é/e ʔ		2561	d ǐ/i é/e ʔ -
963	NdandaCaa	to vomit	nděʔé	nděʔé	ⁿd ě/e ʔ é/e		2561	ⁿd ě/e - ʔ é/e
964	NdandaMeno	to vomit	lɨ̌ʔɨ́	lɨ̌ʔɨ́	l ɨ̌/ɨ ʔ ɨ́/ɨ		2561	l ɨ̌/ɨ - ʔ ɨ́/ɨ
965	NdandaLek	to vomit	nə̀ lə́ʔə́	nə̀_lə́ʔə́	n ə̀/ə + l ə́/ə ʔ ə́/ə		2560 2561	n ə̀/ə + l ə́/ə - ʔ ə́/ə
966	NdandaNgwa	to vomit	lɨ̌ʔɨ́	lɨ̌ʔɨ́	l ɨ̌/ɨ ʔ ɨ́/ɨ		2561	l ɨ̌/ɨ - ʔ ɨ́/ɨ
967	NdandaTwefap	to vomit	ndɔ̌ʔɔ́	ndɔ̌ʔɔ́	ⁿd ɔ̌/ɔ ʔ ɔ́/ɔ		2561	ⁿd ɔ̌/ɔ - ʔ ɔ́/ɔ
968	NdandaDenfap	to vomit	lɨ̌ʔɨ́	lɨ̌ʔɨ́	l ɨ̌/ɨ ʔ ɨ́/ɨ		2561	l ɨ̌/ɨ - ʔ ɨ́/ɨ
969	NdandaZua	to vomit	ndì lʉ́ʔʉ́	ndì_lʉ́ʔʉ́	ⁿd ì/i + l ʉ́/ʉ ʔ ʉ́/ʉ		2562 2561	ⁿd ì/i + l ʉ́/ʉ - ʔ ʉ́/ʉ
970	Goshimjang	to vomit	nì lə́ʔə́	nì_lə́ʔə́	n ì/i + l ə́/ə ʔ ə́/ə		2560 2561	n ì/i + l ə́/ə - ʔ ə́/ə
1201	NdandaNyep	to walk	ndʒǐ	ndʒǐ	ⁿdʒ ǐ/i		2575	ⁿdʒ ǐ/i - -
1202	NdandaShingou	to walk	ndzǐ	ndzǐ	ⁿdz ǐ/i		2575	ⁿdz ǐ/i - -
1203	NdandaCaa	to walk	nzǐ	nzǐ	ⁿz ǐ/i		2575	ⁿz ǐ/i - -
1204	NdandaMeno	to walk	zǐ	zǐ	z ǐ/i		2575	z ǐ/i - -
1205	NdandaLek	to walk	nə̀ zísə̀	nə̀_zísə̀	n ə̀/ə + z í/i s ə̀/ə		2574 2575	n ə̀/ə + z í/i s ə̀/ə
1206	NdandaNgwa	to walk	ʒî	ʒî	ʒ î/i		2575	ʒ î/i - -
1207	NdandaTwefap	to walk	ndʒí	ndʒí	ⁿdʒ í/i		2575	ⁿdʒ í/i - -
1208	NdandaDenfap	to walk	ʒî	ʒî	ʒ î/i		2575	ʒ î/i - -
1209	NdandaZua	to walk	ndì zə̀	ndì_zə̀	ⁿd ì/i + z ə̀/ə		2576 2575	ⁿd ì/i + z ə̀/ə - -
1210	Goshimjang	to walk	nì zə̀	nì_zə̀	n ì/i + z ə̀/ə		2574 2575	n ì/i + z ə̀/ə - -
1311	NdandaNyep	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1312	NdandaShingou	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1313	NdandaCaa	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1314	NdandaMeno	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1315	NdandaLek	to wash	nə̀ súʔù	nə̀_súʔù	n ə̀/ə + s ú/u ʔ ù/u		2588 2589	n ə̀/ə + s ú/u ʔ ù/u
1316	NdandaNgwa	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1317	NdandaTwefap	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1318	NdandaDenfap	to wash	sǔ	sǔ	s ǔ/u		2589	s ǔ/u - -
1319	NdandaZua	to wash	ndì súʔù	ndì_súʔù	ⁿd ì/i + s ú/u ʔ ù/u		2590 2589	ⁿd ì/i + s ú/u ʔ ù/u
1320	Goshimjang	to wash	nì súʔù	nì_súʔù	n ì/i + s ú/u ʔ ù/u		2588 2589	n ì/i + s ú/u ʔ ù/u
1321	NdandaNyep	to wipe	tʃwǐ	tʃwǐ	tʃ w ǐ/i		2605	tʃ w ǐ/i
1322	NdandaShingou	to wipe	ʃúwɛ́	ʃúwɛ́	ʃ ú/u w ɛ́/ɛ		2603	ʃ ú/u w ɛ́/ɛ
1323	NdandaCaa	to wipe	tʃǔwɛ́ sé	tʃǔwɛ́_sé	tʃ ǔ/u w ɛ́/ɛ + s é/e		2604 2603	tʃ ǔ/u w ɛ́/ɛ + s é/e - -
1324	NdandaMeno	to wipe	tʃíʔí	tʃíʔí	tʃ í/i ʔ í/i		2604	tʃ í/i ʔ í/i
1325	NdandaLek	to wipe	nə̀ ʃɛ́sə́	nə̀_ʃɛ́sə́	n ə̀/ə + ʃ ɛ́/ɛ s ə́/ə		2602 2603	n ə̀/ə + ʃ ɛ́/ɛ s ə́/ə
1326	NdandaNgwa	to wipe	tʃíhí	tʃíhí	tʃ í/i h í/i		2604	tʃ í/i h í/i
1327	NdandaTwefap	to wipe	tʃǐhí	tʃǐhí	tʃ ǐ/i h í/i		2604	tʃ ǐ/i h í/i
1328	NdandaDenfap	to wipe	tʃíʔí	tʃíʔí	tʃ í/i ʔ í/i		2604	tʃ í/i ʔ í/i
1329	NdandaZua	to wipe	ndì tʃɛ́sə́	ndì_tʃɛ́sə́	ⁿd ì/i + tʃ ɛ́/ɛ s ə́/ə		2605 2604	ⁿd - ì/i + tʃ ɛ́/ɛ s ə́/ə
1330	Goshimjang	to wipe	nì ʃɛ́sə́	nì_ʃɛ́sə́	n ì/i + ʃ ɛ́/ɛ s ə́/ə		2602 2603	n ì/i + ʃ ɛ́/ɛ s ə́/ə
