# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
715	49_head	Head	NdandaLek	Ndanda_Lek	tʃwí	tʃwí	tʃ w í/i	ndan1241		5.150741	10.429029		1 6 7	ACX	TWI	4	4.T.C 4.W.C 4.I.V	2.0 1.5 1.5	tʃwí/i	0	586	tʃ w í/i
716	49_head	Head	NdandaNgwa	Ndanda_Ngwa	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ	ndan1241		5.191047	10.473404		1 7	AX	TI	6	6.T.C 6.I.V	2.0 1.5	tʷɨ̌/ɨ	0	587	tʷ ɨ̌/ɨ
717	49_head	Head	NdandaTwefap	Ndanda_Twefap	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ	ndan1241		5.027245	10.473575		1 7	AX	TI	9	9.T.C 9.I.V	2.0 1.5	tʷɨ̌/ɨ	0	587	tʷ ɨ̌/ɨ
718	49_head	Head	NdandaDenfap	Ndanda_Denfap	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ	ndan1241		5.111459	10.336031		1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	tʷɨ̌/ɨ	0	587	tʷ ɨ̌/ɨ
719	49_head	Head	NdandaZua	Ndanda_Zua	tʃwí	tʃwí	tʃ w í/i						1 6 7	ACX	TWI	10	10.T.C 10.W.C 10.I.V	2.0 1.5 1.5	tʃwí/i	0	586	tʃ w í/i
720	49_head	Head	Goshimjang	Goshimjang	tʃwí	tʃwí	tʃ w í/i	ndan1241		5.234168	10.407013		1 6 7	ACX	TWI	1	1.T.C 1.W.C 1.I.V	2.0 1.5 1.5	tʃwí/i	0	586	tʃ w í/i
#
891	50_heart	Heart	NdandaNyep	Ndanda_Nyep	ntíɛ́p	ntíɛ́p	ⁿt í/i ɛ́/ɛ p	bato1245		5.254489	10.471901		1 7 7 1	AXYN	TIEP	7	7.T.C 7.I.V 7.E.V 7.P.c	2.0 1.5 1.3 0.8	ⁿtí/iɛ́/ɛp	0	599	ⁿt í/i ɛ́/ɛ p
892	50_heart	Heart	NdandaShingou	Ndanda_Shingou	ntíɛ́p	ntíɛ́p	ⁿt í/i ɛ́/ɛ p	ndan1241		5.238847	10.491081		1 7 7 1	AXYN	TIEP	8	8.T.C 8.I.V 8.E.V 8.P.c	2.0 1.5 1.3 0.8	ⁿtí/iɛ́/ɛp	0	599	ⁿt í/i ɛ́/ɛ p
893	50_heart	Heart	NdandaCaa	Ndanda_Ca-a	ntíjǎ	ntíjǎ	ⁿt í/i j ǎ/a	ndan1241		5.14715	10.3942		1 7 6 7	AXBZ	TIJA	2	2.T.C 2.I.V 2.J.C 2.A.V	2.0 1.5 1.75 0.8	ⁿtí/ijǎ/a	0	598	ⁿt í/i j ǎ/a
894	50_heart	Heart	NdandaMeno	Ndanda_Meno	tɨ́p	tɨ́p	t ɨ́/ɨ p	ndan1241		5.069482	10.425853		1 7 1	AXN	TIP	5	5.T.C 5.I.V 5.P.c	2.0 1.5 0.8	tɨ́/ɨp	0	599	t ɨ́/ɨ - p
895	50_heart	Heart	NdandaLek	Ndanda_Lek	ntsí	ntsí	ⁿt s í/i	ndan1241		5.150741	10.429029		1 3 7	ACX	TSI	4	4.T.C 4.S.C 4.I.V	2.0 1.5 1.5	ⁿtsí/i	0	597	ⁿt s í/i
896	50_heart	Heart	NdandaNgwa	Ndanda_Ngwa	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p	ndan1241		5.191047	10.473404		1 7 1	AXN	TIP	6	6.T.C 6.I.V 6.P.c	2.0 1.5 0.8	tɨ̌/ɨp	0	599	t ɨ̌/ɨ - p
897	50_heart	Heart	NdandaTwefap	Ndanda_Twefap	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p	ndan1241		5.027245	10.473575		1 7 1	AXN	TIP	9	9.T.C 9.I.V 9.P.c	2.0 1.5 0.8	tɨ̌/ɨp	0	599	t ɨ̌/ɨ - p
898	50_heart	Heart	NdandaDenfap	Ndanda_Denfap	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p	ndan1241		5.111459	10.336031		1 7 1	AXN	TIP	3	3.T.C 3.I.V 3.P.c	2.0 1.5 0.8	tɨ̌/ɨp	0	599	t ɨ̌/ɨ - p
899	50_heart	Heart	NdandaZua	Ndanda_Zua	ntsí	ntsí	ⁿt s í/i						1 3 7	ACX	TSI	10	10.T.C 10.S.C 10.I.V	2.0 1.5 1.5	ⁿtsí/i	0	597	ⁿt s í/i
900	50_heart	Heart	Goshimjang	Goshimjang	ntsí	ntsí	ⁿt s í/i	ndan1241		5.234168	10.407013		1 3 7	ACX	TSI	1	1.T.C 1.S.C 1.I.V	2.0 1.5 1.5	ⁿtsí/i	0	597	ⁿt s í/i
#
301	51_heavy	Heavy	NdandaNyep	Ndanda_Nyep	nzǐ	nzǐ	ⁿz ǐ/i	bato1245		5.254489	10.471901		3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	ⁿzǐ/i	0	608	ⁿz ǐ/i
302	51_heavy	Heavy	NdandaShingou	Ndanda_Shingou	nzǐ	nzǐ	ⁿz ǐ/i	ndan1241		5.238847	10.491081		3 7	AX	SI	8	8.S.C 8.I.V	2.0 1.5	ⁿzǐ/i	0	608	ⁿz ǐ/i
303	51_heavy	Heavy	NdandaCaa	Ndanda_Ca-a	zɛ̂	zɛ̂	z ɛ̂/ɛ	ndan1241		5.14715	10.3942		3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	zɛ̂/ɛ	0	608	z ɛ̂/ɛ
304	51_heavy	Heavy	NdandaMeno	Ndanda_Meno	zɛ̂	zɛ̂	z ɛ̂/ɛ	ndan1241		5.069482	10.425853		3 7	AX	SE	5	5.S.C 5.E.V	2.0 1.5	zɛ̂/ɛ	0	608	z ɛ̂/ɛ
305	51_heavy	Heavy	NdandaLek	Ndanda_Lek	ŋgɛ́ zɛ̀	ŋgɛ́_zɛ̀	ⁿg ɛ́/ɛ + z ɛ̀/ɛ	ndan1241		5.150741	10.429029		1 7 9 3 7	AX_AX	KE_SE	4	4.K.C 4.E.V 4._._ 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5	ⁿgɛ́/ɛ+zɛ̀/ɛ	0	610 608	ⁿg ɛ́/ɛ + z ɛ̀/ɛ
306	51_heavy	Heavy	NdandaNgwa	Ndanda_Ngwa	zé	zé	z é/e	ndan1241		5.191047	10.473404		3 7	AX	SE	6	6.S.C 6.E.V	2.0 1.5	zé/e	0	608	z é/e
307	51_heavy	Heavy	NdandaTwefap	Ndanda_Twefap	ndzǐ	ndzǐ	ⁿdz ǐ/i	ndan1241		5.027245	10.473575		2 7	AX	CI	9	9.C.C 9.I.V	2.0 1.5	ⁿdzǐ/i	0	609	ⁿdz ǐ/i
308	51_heavy	Heavy	NdandaDenfap	Ndanda_Denfap	tsé	tsé	ts é/e	ndan1241		5.111459	10.336031		2 7	AX	CE	3	3.C.C 3.E.V	2.0 1.5	tsé/e	0	609	ts é/e
309	51_heavy	Heavy	NdandaZua	Ndanda_Zua	zì	zì	z ì/i						3 7	AX	SI	10	10.S.C 10.I.V	2.0 1.5	zì/i	0	608	z ì/i
310	51_heavy	Heavy	Goshimjang	Goshimjang	zɛ̀	zɛ̀	z ɛ̀/ɛ	ndan1241		5.234168	10.407013		3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	zɛ̀/ɛ	0	608	z ɛ̀/ɛ
#
81	52_here	Here	NdandaNyep	Ndanda_Nyep	sɛ̌	sɛ̌	s ɛ̌/ɛ	bato1245		5.254489	10.471901		3 7	AX	SE	7	7.S.C 7.E.V	2.0 1.5	sɛ̌/ɛ	0	621	s ɛ̌/ɛ
82	52_here	Here	NdandaShingou	Ndanda_Shingou	sɛ̌	sɛ̌	s ɛ̌/ɛ	ndan1241		5.238847	10.491081		3 7	AX	SE	8	8.S.C 8.E.V	2.0 1.5	sɛ̌/ɛ	0	621	s ɛ̌/ɛ
83	52_here	Here	NdandaCaa	Ndanda_Ca-a	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ	ndan1241		5.14715	10.3942		3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	ʃɛ̌/ɛ	0	621	ʃ ɛ̌/ɛ
84	52_here	Here	NdandaMeno	Ndanda_Meno	sâ	sâ	s â/a	ndan1241		5.069482	10.425853		3 7	AX	SA	5	5.S.C 5.A.V	2.0 1.5	sâ/a	1	621	s â/a
85	52_here	Here	NdandaLek	Ndanda_Lek	síndìʔì	síndìʔì	s í/i ⁿd ì/i ʔ ì/i	ndan1241		5.150741	10.429029		3 7 1 7 1 7	AXBYBZ	SITIHI	4	4.S.C 4.I.V 4.T.C 4.I.V 4.H.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sí/iⁿdì/iʔì/i	0	622	s í/i ⁿd ì/i ʔ ì/i
86	52_here	Here	NdandaNgwa	Ndanda_Ngwa	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ	ndan1241		5.191047	10.473404		3 7	AX	SE	6	6.S.C 6.E.V	2.0 1.5	ʃɛ̌/ɛ	0	621	ʃ ɛ̌/ɛ
87	52_here	Here	NdandaTwefap	Ndanda_Twefap	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ	ndan1241		5.027245	10.473575		3 7	AX	SE	9	9.S.C 9.E.V	2.0 1.5	ʃɛ̌/ɛ	0	621	ʃ ɛ̌/ɛ
88	52_here	Here	NdandaDenfap	Ndanda_Denfap	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ	ndan1241		5.111459	10.336031		3 7	AX	SE	3	3.S.C 3.E.V	2.0 1.5	ʃɛ̌/ɛ	0	621	ʃ ɛ̌/ɛ
89	52_here	Here	NdandaZua	Ndanda_Zua	sílì	sílì	s í/i l ì/i						3 7 5 7	AXBZ	SILI	10	10.S.C 10.I.V 10.L.C 10.I.V	2.0 1.5 1.75 0.8	sí/ilì/i	0	623	s í/i l ì/i
90	52_here	Here	Goshimjang	Goshimjang	jísì	jísì	j í/i s ì/i	ndan1241		5.234168	10.407013		6 7 3 7	AXBZ	JISI	1	1.J.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	jí/isì/i	0	620	j í/i s ì/i
#
671	53_horn	Horn	NdandaNyep	Ndanda_Nyep	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	bato1245		5.254489	10.471901		1 7 1	AXN	TUK	7	7.T.C 7.U.V 7.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
672	53_horn	Horn	NdandaShingou	Ndanda_Shingou	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.238847	10.491081		1 7 1	AXN	TUK	8	8.T.C 8.U.V 8.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
673	53_horn	Horn	NdandaCaa	Ndanda_Ca-a	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.14715	10.3942		1 7 1	AXN	TUK	2	2.T.C 2.U.V 2.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
674	53_horn	Horn	NdandaMeno	Ndanda_Meno	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.069482	10.425853		1 7 1	AXN	TUK	5	5.T.C 5.U.V 5.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
675	53_horn	Horn	NdandaLek	Ndanda_Lek	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ	ndan1241		5.150741	10.429029		1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	ⁿdɔ́/ɔŋ	1	631	ⁿd ɔ́/ɔ ŋ
676	53_horn	Horn	NdandaNgwa	Ndanda_Ngwa	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.191047	10.473404		1 7 1	AXN	TUK	6	6.T.C 6.U.V 6.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
677	53_horn	Horn	NdandaTwefap	Ndanda_Twefap	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.027245	10.473575		1 7 1	AXN	TUK	9	9.T.C 9.U.V 9.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
678	53_horn	Horn	NdandaDenfap	Ndanda_Denfap	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k	ndan1241		5.111459	10.336031		1 7 1	AXN	TUK	3	3.T.C 3.U.V 3.K.c	2.0 1.5 0.8	ⁿdɔ̌/ɔk	0	631	ⁿd ɔ̌/ɔ k
679	53_horn	Horn	NdandaZua	Ndanda_Zua	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ						1 7 4	AXN	TUN	10	10.T.C 10.U.V 10.N.c	2.0 1.5 0.8	ⁿdɔ́/ɔŋ	1	631	ⁿd ɔ́/ɔ ŋ
680	53_horn	Horn	Goshimjang	Goshimjang	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ	ndan1241		5.234168	10.407013		1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	ⁿdɔ́/ɔŋ	1	631	ⁿd ɔ́/ɔ ŋ
#
141	54_how	How	NdandaNyep	Ndanda_Nyep	nděʔé	nděʔé	ⁿd ě/e ʔ é/e	bato1245		5.254489	10.471901		1 7 1 7	AXBZ	TEHE	7	7.T.C 7.E.V 7.H.C 7.E.V	2.0 1.5 1.75 0.8	ⁿdě/eʔé/e	0	646	ⁿd ě/e ʔ é/e
142	54_how	How	NdandaShingou	Ndanda_Shingou	̀̀mɨ̂ ndí-ɛ́	̀mɨ̂_ndí-ɛ́	m ɨ̂/ɨ + ⁿd í/i + ɛ́/ɛ	ndan1241		5.238847	10.491081		4 7 9 1 7 9 7	AX_AX_X	MI_TI_E	8	8.M.C 8.I.V 8._._ 8.T.C 8.I.V 8._._ 8.E.V	2.0 1.5 0.0 2.0 1.5 0.0 1.5	mɨ̂/ɨ+ⁿdí/i+ɛ́/ɛ	0	648 643 644	m ɨ̂/ɨ + ⁿd í/i + ɛ́/ɛ
143	54_how	How	NdandaCaa	Ndanda_Ca-a	ndí-ɛ́	ndí-ɛ́	ⁿd í/i + ɛ́/ɛ	ndan1241		5.14715	10.3942		1 7 9 7	AX_X	TI_E	2	2.T.C 2.I.V 2._._ 2.E.V	2.0 1.5 0.0 1.5	ⁿdí/i+ɛ́/ɛ	0	643 644	ⁿd í/i + ɛ́/ɛ
144	54_how	How	NdandaMeno	Ndanda_Meno	ndɛ̌ʔɛ̌	ndɛ̌ʔɛ̌	ⁿd ɛ̌/ɛ ʔ ɛ̌/ɛ	ndan1241		5.069482	10.425853		1 7 1 7	AXBZ	TEHE	5	5.T.C 5.E.V 5.H.C 5.E.V	2.0 1.5 1.75 0.8	ⁿdɛ̌/ɛʔɛ̌/ɛ	0	646	ⁿd ɛ̌/ɛ ʔ ɛ̌/ɛ
145	54_how	How	NdandaLek	Ndanda_Lek	ndɛ́ʔɛ́	ndɛ́ʔɛ́	ⁿd ɛ́/ɛ ʔ ɛ́/ɛ	ndan1241		5.150741	10.429029		1 7 1 7	AXBZ	TEHE	4	4.T.C 4.E.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	ⁿdɛ́/ɛʔɛ́/ɛ	0	646	ⁿd ɛ́/ɛ ʔ ɛ́/ɛ
146	54_how	How	NdandaNgwa	Ndanda_Ngwa	mébíʔhî	mébíʔhî	m é/e b í/i ʔ h î/i	ndan1241		5.191047	10.473404		4 7 1 7 1 3 7	AXBYBCZ	MEPIHHI	6	6.M.C 6.E.V 6.P.C 6.I.V 6.H.C 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	mé/ebí/iʔhî/i	0	647	m é/e b í/i ʔ h î/i
147	54_how	How	NdandaTwefap	Ndanda_Twefap	pálíjɛ̌	pálíjɛ̌	p á/a l í/i j ɛ̌/ɛ	ndan1241		5.027245	10.473575		1 7 5 7 6 7	AXBYBZ	PALIJE	9	9.P.C 9.A.V 9.L.C 9.I.V 9.J.C 9.E.V	2.0 1.5 1.75 1.3 1.75 0.8	pá/alí/ijɛ̌/ɛ	0	645	p á/a l í/i j ɛ̌/ɛ
148	54_how	How	NdandaDenfap	Ndanda_Denfap	pálíjé	pálíjé	p á/a l í/i j é/e	ndan1241		5.111459	10.336031		1 7 5 7 6 7	AXBYBZ	PALIJE	3	3.P.C 3.A.V 3.L.C 3.I.V 3.J.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	pá/alí/ijé/e	0	645	p á/a l í/i j é/e
149	54_how	How	NdandaZua	Ndanda_Zua	ndàkɔ́	ndàkɔ́	ⁿd à/a k ɔ́/ɔ						1 7 1 7	AXBZ	TAKU	10	10.T.C 10.A.V 10.K.C 10.U.V	2.0 1.5 1.75 0.8	ⁿdà/akɔ́/ɔ	0	642	ⁿd à/a k ɔ́/ɔ
150	54_how	How	Goshimjang	Goshimjang	ndàkɔ́	ndàkɔ́	ⁿd à/a k ɔ́/ɔ	ndan1241		5.234168	10.407013		1 7 1 7	AXBZ	TAKU	1	1.T.C 1.A.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	ⁿdà/akɔ́/ɔ	0	642	ⁿd à/a k ɔ́/ɔ
#
371	55_human	Human	NdandaNyep	Ndanda_Nyep	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e	bato1245		5.254489	10.471901		4 7 1 7	AXBZ	MITE	7	7.M.C 7.I.V 7.T.C 7.E.V	2.0 1.5 1.75 0.8	mɨ̂/ɨⁿtè/e	0	656	m ɨ̂/ɨ ⁿt è/e -
372	55_human	Human	NdandaShingou	Ndanda_Shingou	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e	ndan1241		5.238847	10.491081		4 7 1 7	AXBZ	MITE	8	8.M.C 8.I.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	mɨ̂/ɨⁿtè/e	0	656	m ɨ̂/ɨ ⁿt è/e -
373	55_human	Human	NdandaCaa	Ndanda_Ca-a	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e	ndan1241		5.14715	10.3942		4 7 1 7	AXBZ	MITE	2	2.M.C 2.I.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	mɨ̂/ɨⁿtè/e	0	656	m ɨ̂/ɨ ⁿt è/e -
374	55_human	Human	NdandaMeno	Ndanda_Meno	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e	ndan1241		5.069482	10.425853		4 7 1 7	AXBZ	MITE	5	5.M.C 5.I.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	mɨ̂/ɨⁿtè/e	0	656	m ɨ̂/ɨ ⁿt è/e -
375	55_human	Human	NdandaLek	Ndanda_Lek	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə	ndan1241		5.150741	10.429029		4 7 1 7	AXBZ	METE	4	4.M.C 4.E.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	mə̀/əⁿtə̀/ə	0	656	m ə̀/ə ⁿt ə̀/ə -
376	55_human	Human	NdandaNgwa	Ndanda_Ngwa	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e	ndan1241		5.191047	10.473404		4 7 1 7	AXBZ	MITE	6	6.M.C 6.I.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	mɨ̂/ɨⁿtè/e	0	656	m ɨ̂/ɨ ⁿt è/e -
377	55_human	Human	NdandaTwefap	Ndanda_Twefap	mîntɨ̀k	mîntɨ̀k	m î/i ⁿt ɨ̀/ɨ k	ndan1241		5.027245	10.473575		4 7 1 7 1	AXBYN	MITIK	9	9.M.C 9.I.V 9.T.C 9.I.V 9.K.c	2.0 1.5 1.75 1.3 0.8	mî/iⁿtɨ̀/ɨk	0	656	m î/i ⁿt ɨ̀/ɨ k
378	55_human	Human	NdandaDenfap	Ndanda_Denfap	mìntè	mìntè	m ì/i ⁿt è/e	ndan1241		5.111459	10.336031		4 7 1 7	AXBZ	MITE	3	3.M.C 3.I.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	mì/iⁿtè/e	0	656	m ì/i ⁿt è/e -
379	55_human	Human	NdandaZua	Ndanda_Zua	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə						4 7 1 7	AXBZ	METE	10	10.M.C 10.E.V 10.T.C 10.E.V	2.0 1.5 1.75 0.8	mə̀/əⁿtə̀/ə	0	656	m ə̀/ə ⁿt ə̀/ə -
380	55_human	Human	Goshimjang	Goshimjang	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə	ndan1241		5.234168	10.407013		4 7 1 7	AXBZ	METE	1	1.M.C 1.E.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	mə̀/əⁿtə̀/ə	0	656	m ə̀/ə ⁿt ə̀/ə -
#
401	56_husband	Husband	NdandaNyep	Ndanda_Nyep	ndzúwì	ndzúwì	ⁿdz ú/u w ì/i	bato1245		5.254489	10.471901		2 7 6 7	AXBZ	CYWI	7	7.C.C 7.Y.V 7.W.C 7.I.V	2.0 1.5 1.75 0.8	ⁿdzú/uwì/i	0	668	ⁿdz ú/u w ì/i
402	56_husband	Husband	NdandaShingou	Ndanda_Shingou	ndzǔ	ndzǔ	ⁿdz ǔ/u	ndan1241		5.238847	10.491081		2 7	AX	CY	8	8.C.C 8.Y.V	2.0 1.5	ⁿdzǔ/u	0	668	ⁿdz ǔ/u - -
403	56_husband	Husband	NdandaCaa	Ndanda_Ca-a	ndzǔ	ndzǔ	ⁿdz ǔ/u	ndan1241		5.14715	10.3942		2 7	AX	CY	2	2.C.C 2.Y.V	2.0 1.5	ⁿdzǔ/u	0	668	ⁿdz ǔ/u - -
404	56_husband	Husband	NdandaMeno	Ndanda_Meno	ndúwî	ndúwî	ⁿd ú/u w î/i	ndan1241		5.069482	10.425853		1 7 6 7	AXBZ	TYWI	5	5.T.C 5.Y.V 5.W.C 5.I.V	2.0 1.5 1.75 0.8	ⁿdú/uwî/i	0	667	ⁿd ú/u w î/i
405	56_husband	Husband	NdandaLek	Ndanda_Lek	ndúwi	ndúwi	ⁿd ú/u w i	ndan1241		5.150741	10.429029		1 7 6 7	AXBZ	TYWI	4	4.T.C 4.Y.V 4.W.C 4.I.V	2.0 1.5 1.75 0.8	ⁿdú/uwi	0	667	ⁿd ú/u w i
406	56_husband	Husband	NdandaNgwa	Ndanda_Ngwa	ndúwi	ndúwi	ⁿd ú/u w i	ndan1241		5.191047	10.473404		1 7 6 7	AXBZ	TYWI	6	6.T.C 6.Y.V 6.W.C 6.I.V	2.0 1.5 1.75 0.8	ⁿdú/uwi	0	667	ⁿd ú/u w i
407	56_husband	Husband	NdandaTwefap	Ndanda_Twefap	dzwɨ̌	dzwɨ̌	d zʷ ɨ̌/ɨ	ndan1241		5.027245	10.473575		1 3 7	ACX	TSI	9	9.T.C 9.S.C 9.I.V	2.0 1.5 1.5	dzʷɨ̌/ɨ	0	669	d zʷ ɨ̌/ɨ
408	56_husband	Husband	NdandaDenfap	Ndanda_Denfap	dzwɨ̌	dzwɨ̌	d zʷ ɨ̌/ɨ	ndan1241		5.111459	10.336031		1 3 7	ACX	TSI	3	3.T.C 3.S.C 3.I.V	2.0 1.5 1.5	dzʷɨ̌/ɨ	0	669	d zʷ ɨ̌/ɨ
409	56_husband	Husband	NdandaZua	Ndanda_Zua	ndúwî	ndúwî	ⁿd ú/u w î/i						1 7 6 7	AXBZ	TYWI	10	10.T.C 10.Y.V 10.W.C 10.I.V	2.0 1.5 1.75 0.8	ⁿdú/uwî/i	0	667	ⁿd ú/u w î/i
410	56_husband	Husband	Goshimjang	Goshimjang	ndzúwì	ndzúwì	ⁿdz ú/u w ì/i	ndan1241		5.234168	10.407013		2 7 6 7	AXBZ	CYWI	1	1.C.C 1.Y.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	ⁿdzú/uwì/i	0	667	ⁿdz ú/u w ì/i
#
1	57_i	I	NdandaNyep	Ndanda_Nyep	wɛ́	wɛ́	w ɛ́/ɛ	bato1245		5.254489	10.471901		6 7	AX	WE	7	7.W.C 7.E.V	2.0 1.5	wɛ́/ɛ	0	679	w ɛ́/ɛ
2	57_i	I	NdandaShingou	Ndanda_Shingou	wɛ́	wɛ́	w ɛ́/ɛ	ndan1241		5.238847	10.491081		6 7	AX	WE	8	8.W.C 8.E.V	2.0 1.5	wɛ́/ɛ	0	679	w ɛ́/ɛ
3	57_i	I	NdandaCaa	Ndanda_Ca-a	wɛ́	wɛ́	w ɛ́/ɛ	ndan1241		5.14715	10.3942		6 7	AX	WE	2	2.W.C 2.E.V	2.0 1.5	wɛ́/ɛ	0	679	w ɛ́/ɛ
4	57_i	I	NdandaMeno	Ndanda_Meno	mé	mé	m é/e	ndan1241		5.069482	10.425853		4 7	AX	ME	5	5.M.C 5.E.V	2.0 1.5	mé/e	0	678	m é/e
5	57_i	I	NdandaLek	Ndanda_Lek	mà	mà	m à/a	ndan1241		5.150741	10.429029		4 7	AX	MA	4	4.M.C 4.A.V	2.0 1.5	mà/a	0	678	m à/a
6	57_i	I	NdandaNgwa	Ndanda_Ngwa	mǎ	mǎ	m ǎ/a	ndan1241		5.191047	10.473404		4 7	AX	MA	6	6.M.C 6.A.V	2.0 1.5	mǎ/a	0	678	m ǎ/a
7	57_i	I	NdandaTwefap	Ndanda_Twefap	mɔ̂	mɔ̂	m ɔ̂/ɔ	ndan1241		5.027245	10.473575		4 7	AX	MU	9	9.M.C 9.U.V	2.0 1.5	mɔ̂/ɔ	0	678	m ɔ̂/ɔ
8	57_i	I	NdandaDenfap	Ndanda_Denfap	mé	mé	m é/e	ndan1241		5.111459	10.336031		4 7	AX	ME	3	3.M.C 3.E.V	2.0 1.5	mé/e	0	678	m é/e
9	57_i	I	NdandaZua	Ndanda_Zua	̀mà	mà	m à/a						4 7	AX	MA	10	10.M.C 10.A.V	2.0 1.5	mà/a	0	678	m à/a
10	57_i	I	Goshimjang	Goshimjang	mà	mà	m à/a	ndan1241		5.234168	10.407013		4 7	AX	MA	1	1.M.C 1.A.V	2.0 1.5	mà/a	0	678	m à/a
#
1641	58_ice	Ice	NdandaNyep	Ndanda_Nyep	ŋɨ̂p	ŋɨ̂p	ŋ ɨ̂/ɨ p	bato1245		5.254489	10.471901		4 7 1	AXN	NIP	7	7.N.C 7.I.V 7.P.c	2.0 1.5 0.8	ŋɨ̂/ɨp	1	689	ŋ ɨ̂/ɨ - p
1642	58_ice	Ice	NdandaShingou	Ndanda_Shingou	ntɔ̌ŋíɛ́	ntɔ̌ŋíɛ́	ⁿt ɔ̌/ɔ ŋ í/i ɛ́/ɛ	ndan1241		5.238847	10.491081		1 7 4 7 7	AXBYZ	TUNIE	8	8.T.C 8.U.V 8.N.C 8.I.V 8.E.V	2.0 1.5 1.75 1.3 0.8	ⁿtɔ̌/ɔŋí/iɛ́/ɛ	0	693	ⁿt ɔ̌/ɔ ŋ í/i ɛ́/ɛ
